number,ticker,cp,entry,exit,expiration,dte,hold_days,strike,open_entry,delta_entry,value_at_exit,exit_src,profit,return_pct
1,NVDA,C,2024-01-08,2024-01-19,2024-12-20,347,11,840.0,15.45,0.1799,32.4,tradier_close,1695.0,109.7
1,NVDA,C,2024-01-08,2024-01-19,2025-12-19,711,11,180.0,358.85,0.9741,432.12,athena_mid,7327.5,20.4
1,NVDA,C,2024-01-08,2024-01-19,2026-12-18,1075,11,520.0,166.35,0.7044,220.26,tradier_close,5391.0,32.4
1,NVDA,C,2024-01-08,2024-01-19,2024-01-19,11,11,170.0,336.29,1.0,422.7,tradier_close,8641.0,25.7
1,NVDA,C,2024-01-08,2024-01-19,2024-01-26,18,11,520.0,6.0,0.5296,73.9,tradier_close,6790.0,1131.7
1,NVDA,C,2024-01-08,2024-01-19,2024-01-26,18,11,700.0,0.05,0.001,0.19,tradier_close,14.0,280.0
1,NVDA,C,2024-01-08,2024-01-19,2024-02-16,39,11,690.0,0.35,0.0086,2.53,tradier_close,218.0,622.9
1,NVDA,C,2024-01-08,2024-01-19,2024-03-15,67,11,370.0,150.33,0.9597,226.9,athena_mid,7657.0,50.9
1,NVDA,C,2024-01-08,2024-01-19,2024-03-15,67,11,460.0,59.67,0.7998,141.85,tradier_close,8218.0,137.7
1,NVDA,C,2024-01-08,2024-01-19,2024-04-19,102,11,670.0,6.1,0.1414,23.11,tradier_close,1701.0,278.9
1,NVDA,C,2024-01-08,2024-01-19,2025-01-17,375,11,340.0,206.55,0.895,277.1,tradier_close,7055.0,34.2
1,NVDA,C,2024-01-08,2024-01-19,2025-06-20,529,11,750.0,46.89,0.3604,77.97,tradier_close,3108.0,66.3
1,NVDA,C,2024-01-08,2024-01-19,2026-06-18,892,11,490.0,152.0,0.7204,221.81,tradier_close,6981.0,45.9
1,NVDA,C,2024-01-08,2024-01-19,2024-01-19,11,11,455.0,42.21,0.9769,138.04,tradier_close,9583.0,227.0
1,NVDA,C,2024-01-08,2024-01-19,2024-01-26,18,11,430.0,75.9,0.9799,159.09,tradier_close,8319.0,109.6
1,NVDA,C,2024-01-08,2024-01-19,2024-01-26,18,11,560.0,1.2,0.18,36.88,tradier_close,3568.0,2973.3
1,NVDA,C,2024-01-08,2024-01-19,2024-02-16,39,11,380.0,132.5,0.996,204.85,tradier_close,7235.0,54.6
1,NVDA,C,2024-01-08,2024-01-19,2024-02-16,39,11,470.0,39.26,0.8322,127.82,tradier_close,8856.0,225.6
1,NVDA,C,2024-01-08,2024-01-19,2024-02-16,39,11,600.0,1.29,0.1221,22.37,tradier_close,2108.0,1634.1
1,NVDA,C,2024-01-08,2024-01-19,2024-02-23,46,11,590.0,6.66,0.2284,36.12,tradier_close,2946.0,442.3
1,NVDA,C,2024-01-08,2024-01-19,2024-03-15,67,11,415.0,91.18,0.9064,183.0,athena_mid,9182.0,100.7
1,NVDA,C,2024-01-08,2024-01-19,2024-04-19,102,11,540.0,26.0,0.4963,82.0,tradier_close,5600.0,215.4
1,NVDA,C,2024-01-08,2024-01-19,2024-06-21,165,11,290.0,231.76,0.9738,310.45,athena_mid,7869.0,34.0
1,NVDA,C,2024-01-08,2024-01-19,2024-06-21,165,11,785.0,5.0,0.0892,14.4,tradier_close,940.0,188.0
1,NVDA,C,2024-01-08,2024-01-19,2024-12-20,347,11,540.0,80.53,0.5909,132.96,tradier_close,5243.0,65.1
1,NVDA,C,2024-01-08,2024-01-19,2025-01-17,375,11,295.0,247.01,0.9342,318.07,athena_mid,7106.5,28.8
1,NVDA,C,2024-01-08,2024-01-19,2025-01-17,375,11,520.0,93.41,0.6311,149.61,tradier_close,5620.0,60.2
1,NVDA,C,2024-01-08,2024-01-19,2025-01-17,375,11,610.0,58.76,0.4793,101.6,tradier_close,4284.0,72.9
1,NVDA,C,2024-01-08,2024-01-19,2025-06-20,529,11,35.0,478.22,0.9996,561.1,athena_mid,8288.0,17.3
1,NVDA,C,2024-01-08,2024-01-19,2026-12-18,1075,11,540.0,157.89,0.6863,208.08,tradier_close,5019.0,31.8
1,NVDA,C,2024-01-08,2024-01-19,2026-12-18,1075,11,630.0,129.73,0.6059,178.9,tradier_close,4917.0,37.9
1,NVDA,C,2024-01-08,2024-01-19,2024-02-09,32,11,545.0,5.0,0.3569,56.3,tradier_close,5130.0,1026.0
1,NVDA,C,2024-01-08,2024-01-19,2024-02-16,39,11,425.0,76.6,0.9607,171.84,tradier_close,9524.0,124.3
1,NVDA,C,2024-01-08,2024-01-19,2024-02-16,39,11,780.0,0.04,0.0003,0.34,tradier_close,30.0,750.0
1,NVDA,C,2024-01-08,2024-01-19,2024-02-23,46,11,420.0,87.0,0.9159,173.1,tradier_close,8610.0,99.0
1,NVDA,C,2024-01-08,2024-01-19,2024-03-15,67,11,180.0,334.51,0.9999,414.62,athena_mid,8011.5,23.9
1,NVDA,C,2024-01-08,2024-01-19,2024-03-15,67,11,565.0,12.73,0.365,57.25,tradier_close,4452.0,349.7
1,NVDA,C,2024-01-08,2024-01-19,2024-03-15,67,11,970.0,0.05,0.0006,0.21,tradier_close,16.0,320.0
1,NVDA,C,2024-01-08,2024-01-19,2024-04-19,102,11,355.0,163.87,0.9546,228.65,tradier_close,6478.0,39.5
1,NVDA,C,2024-01-08,2024-01-19,2024-12-20,347,11,720.0,30.05,0.3021,59.2,tradier_close,2915.0,97.0
1,NVDA,C,2024-01-08,2024-01-19,2025-01-17,375,11,960.0,9.39,0.1127,19.9,athena_mid,1051.0,111.9
1,NVDA,C,2024-01-08,2024-01-19,2026-12-18,1075,11,260.0,307.95,0.9203,378.98,athena_mid,7102.5,23.1
1,NVDA,C,2024-01-08,2024-01-19,2026-12-18,1075,11,900.0,65.0,0.401,100.7,tradier_close,3570.0,54.9
1,NVDA,C,2024-01-08,2024-01-19,2024-01-26,18,11,720.0,0.04,0.0003,0.1,tradier_close,6.0,150.0
1,NVDA,C,2024-01-08,2024-01-19,2024-02-23,46,11,520.0,19.5,0.5494,80.85,tradier_close,6135.0,314.6
1,NVDA,C,2024-01-08,2024-01-19,2024-06-21,165,11,250.0,262.15,0.9891,348.87,tradier_close,8672.0,33.1
1,NVDA,C,2024-01-08,2024-01-19,2024-06-21,165,11,750.0,6.5,0.1199,19.92,tradier_close,1342.0,206.5
1,NVDA,C,2024-01-08,2024-01-19,2024-06-21,165,11,930.0,1.23,0.0262,4.3,tradier_close,307.0,249.6
1,NVDA,C,2024-01-08,2024-01-19,2024-07-19,193,11,475.0,85.29,0.7081,148.72,athena_mid,6343.5,74.4
1,NVDA,C,2024-01-08,2024-01-19,2024-07-19,193,11,530.0,59.08,0.5702,108.15,tradier_close,4907.0,83.1
1,NVDA,C,2024-01-08,2024-01-19,2025-06-20,529,11,375.0,195.85,0.843,252.6,tradier_close,5675.0,29.0
1,NVDA,C,2024-01-08,2024-01-19,2024-01-19,11,11,160.0,350.0,1.0,431.25,tradier_close,8125.0,23.2
1,NVDA,C,2024-01-08,2024-01-19,2024-01-19,11,11,595.0,0.1,0.0317,0.14,tradier_close,4.0,40.0
1,NVDA,C,2024-01-08,2024-01-19,2024-02-16,39,11,685.0,0.18,0.0102,2.99,tradier_close,281.0,1561.1
1,NVDA,C,2024-01-08,2024-01-19,2024-03-15,67,11,665.0,2.73,0.0942,15.57,tradier_close,1284.0,470.3
1,NVDA,C,2024-01-08,2024-01-19,2024-04-19,102,11,590.0,14.35,0.3267,53.39,tradier_close,3904.0,272.1
1,NVDA,C,2024-01-08,2024-01-19,2024-06-21,165,11,430.0,111.95,0.8144,182.5,tradier_close,7055.0,63.0
1,NVDA,C,2024-01-08,2024-01-19,2024-09-20,256,11,90.0,427.01,0.9998,489.92,tradier_close,6291.0,14.7
1,NVDA,C,2024-01-08,2024-01-19,2024-12-20,347,11,400.0,161.85,0.8236,215.0,tradier_close,5315.0,32.8
1,NVDA,C,2024-01-08,2024-01-19,2024-12-20,347,11,530.0,86.0,0.609,133.2,tradier_close,4720.0,54.9
1,NVDA,C,2024-01-08,2024-01-19,2025-01-17,375,11,270.0,265.1,0.9514,338.65,tradier_close,7355.0,27.7
1,NVDA,C,2024-01-08,2024-01-19,2025-01-17,375,11,390.0,156.05,0.8369,234.9,tradier_close,7885.0,50.5
1,NVDA,C,2024-01-08,2024-01-19,2025-12-19,711,11,575.0,112.82,0.6085,161.14,tradier_close,4832.0,42.8
1,NVDA,C,2024-01-08,2024-01-19,2026-01-16,739,11,50.0,469.74,0.9993,548.3,athena_mid,7856.0,16.7
1,NVDA,C,2024-01-08,2024-01-19,2026-06-18,892,11,350.0,234.0,0.8546,307.85,athena_mid,7385.0,31.6
1,NVDA,C,2024-01-08,2024-01-19,2024-01-19,11,11,430.0,67.15,0.9957,164.48,tradier_close,9733.0,144.9
1,NVDA,C,2024-01-08,2024-01-19,2024-01-19,11,11,532.5,1.46,0.3565,62.11,tradier_close,6065.0,4154.1
1,NVDA,C,2024-01-08,2024-01-19,2024-01-26,18,11,540.0,2.33,0.3219,55.8,tradier_close,5347.0,2294.8
1,NVDA,C,2024-01-08,2024-01-19,2024-02-09,32,11,455.0,65.58,0.896,123.63,tradier_close,5805.0,88.5
1,NVDA,C,2024-01-08,2024-01-19,2024-02-16,39,11,530.0,10.1,0.4762,71.0,tradier_close,6090.0,603.0
1,NVDA,C,2024-01-08,2024-01-19,2024-02-23,46,11,470.0,58.0,0.7825,125.2,tradier_close,6720.0,115.9
1,NVDA,C,2024-01-08,2024-01-19,2024-03-15,67,11,720.0,1.28,0.0421,7.08,tradier_close,580.0,453.1
1,NVDA,C,2024-01-08,2024-01-19,2024-04-19,102,11,770.0,1.55,0.042,7.35,tradier_close,580.0,374.2
1,NVDA,C,2024-01-08,2024-01-19,2024-06-21,165,11,595.0,30.1,0.3912,68.0,tradier_close,3790.0,125.9
1,NVDA,C,2024-01-08,2024-01-19,2024-06-21,165,11,775.0,4.55,0.0972,14.8,tradier_close,1025.0,225.3
1,NVDA,C,2024-01-08,2024-01-19,2024-09-20,256,11,980.0,3.17,0.0512,8.3,tradier_close,513.0,161.8
1,NVDA,C,2024-01-08,2024-01-19,2025-12-19,711,11,200.0,337.31,0.9656,410.07,tradier_close,7276.0,21.6
1,NVDA,C,2024-01-08,2024-01-19,2025-12-19,711,11,435.0,164.77,0.7714,238.0,tradier_close,7323.0,44.4
1,NVDA,C,2024-01-08,2024-01-19,2026-01-16,739,11,150.0,385.3,0.9842,458.85,athena_mid,7355.0,19.1
1,NVDA,C,2024-01-08,2024-01-19,2026-01-16,739,11,555.0,124.4,0.635,175.49,tradier_close,5109.0,41.1
1,NVDA,C,2024-01-08,2024-01-19,2026-06-18,892,11,920.0,53.75,0.3357,80.58,athena_mid,2682.5,49.9
1,NVDA,C,2024-01-08,2024-01-19,2026-12-18,1075,11,330.0,263.14,0.8709,330.0,tradier_close,6686.0,25.4
1,NVDA,C,2024-01-08,2024-01-19,2026-12-18,1075,11,420.0,215.0,0.795,274.35,tradier_close,5935.0,27.6
1,NVDA,C,2024-01-08,2024-01-19,2024-01-19,11,11,435.0,61.03,0.9933,160.0,tradier_close,9897.0,162.2
1,NVDA,C,2024-01-08,2024-01-19,2024-01-26,18,11,410.0,93.83,0.9928,181.91,tradier_close,8808.0,93.9
1,NVDA,C,2024-01-08,2024-01-19,2024-02-23,46,11,540.0,15.05,0.4446,68.4,tradier_close,5335.0,354.5
1,NVDA,C,2024-01-08,2024-01-19,2024-03-15,67,11,390.0,121.92,0.9405,207.32,athena_mid,8540.5,70.1
1,NVDA,C,2024-01-08,2024-01-19,2024-06-21,165,11,270.0,236.85,0.9825,329.52,tradier_close,9267.0,39.1
1,NVDA,C,2024-01-08,2024-01-19,2025-01-17,375,11,200.0,326.61,0.9835,403.15,tradier_close,7654.0,23.4
1,NVDA,C,2024-01-08,2024-01-19,2025-06-20,529,11,455.0,146.75,0.7427,206.54,tradier_close,5979.0,40.7
1,NVDA,C,2024-01-08,2024-01-19,2026-06-18,892,11,510.0,151.67,0.7,214.42,tradier_close,6275.0,41.4
1,NVDA,C,2024-01-08,2024-01-19,2024-01-26,18,11,555.0,1.16,0.2082,41.41,tradier_close,4025.0,3469.8
1,NVDA,C,2024-01-08,2024-01-19,2024-02-02,25,11,480.0,30.05,0.8298,116.08,tradier_close,8603.0,286.3
1,NVDA,C,2024-01-08,2024-01-19,2024-05-17,130,11,490.0,59.0,0.6754,123.05,tradier_close,6405.0,108.6
1,NVDA,C,2024-01-08,2024-01-19,2024-06-21,165,11,265.0,256.94,0.9844,334.38,tradier_close,7744.0,30.1
1,NVDA,C,2024-01-08,2024-01-19,2024-06-21,165,11,460.0,89.0,0.7478,153.96,tradier_close,6496.0,73.0
1,NVDA,C,2024-01-08,2024-01-19,2024-07-19,193,11,295.0,233.07,0.9668,306.9,athena_mid,7383.0,31.7
1,NVDA,C,2024-01-08,2024-01-19,2024-09-20,256,11,660.0,29.55,0.3317,60.76,tradier_close,3121.0,105.6
1,NVDA,C,2024-01-08,2024-01-19,2025-01-17,375,11,510.0,95.0,0.6484,153.5,tradier_close,5850.0,61.6
1,NVDA,C,2024-01-08,2024-01-19,2025-12-19,711,11,255.0,292.24,0.9357,369.18,athena_mid,7693.5,26.3
1,NVDA,C,2024-01-08,2024-01-19,2025-12-19,711,11,545.0,126.72,0.6434,178.1,tradier_close,5138.0,40.5
1,NVDA,C,2024-01-08,2024-01-19,2026-01-16,739,11,525.0,133.63,0.6697,183.7,tradier_close,5007.0,37.5
1,NVDA,C,2024-01-08,2024-01-19,2026-01-16,739,11,710.0,76.85,0.4658,115.35,tradier_close,3850.0,50.1
1,NVDA,C,2024-01-08,2024-01-19,2026-12-18,1075,11,100.0,444.0,0.9876,490.0,tradier_close,4600.0,10.4
1,NVDA,C,2024-01-08,2024-01-19,2024-02-09,32,11,670.0,0.14,0.0141,2.89,tradier_close,275.0,1964.3
1,NVDA,C,2024-01-08,2024-01-19,2024-06-21,165,11,415.0,108.72,0.843,194.43,athena_mid,8570.5,78.8
1,NVDA,C,2024-01-08,2024-01-19,2024-06-21,165,11,505.0,56.45,0.6307,122.21,tradier_close,6576.0,116.5
1,NVDA,C,2024-01-08,2024-01-19,2024-06-21,165,11,715.0,9.79,0.1611,25.6,tradier_close,1581.0,161.5
1,NVDA,C,2024-01-08,2024-01-19,2024-07-19,193,11,560.0,45.75,0.4938,93.19,tradier_close,4744.0,103.7
1,NVDA,C,2024-01-08,2024-01-19,2024-12-20,347,11,510.0,84.04,0.6448,146.4,tradier_close,6236.0,74.2
1,NVDA,C,2024-01-08,2024-01-19,2025-01-17,375,11,450.0,117.6,0.749,195.5,tradier_close,7790.0,66.2
1,NVDA,C,2024-01-08,2024-01-19,2025-01-17,375,11,465.0,122.69,0.7246,181.83,tradier_close,5914.0,48.2
1,NVDA,C,2024-01-08,2024-01-19,2025-01-17,375,11,635.0,54.0,0.4401,88.08,tradier_close,3408.0,63.1
1,NVDA,C,2024-01-08,2024-01-19,2025-06-20,529,11,355.0,210.0,0.8647,279.07,athena_mid,6907.5,32.9
1,NVDA,C,2024-01-08,2024-01-19,2025-06-20,529,11,605.0,84.39,0.5354,127.7,tradier_close,4331.0,51.3
1,NVDA,C,2024-01-08,2024-01-19,2026-01-16,739,11,350.0,221.5,0.859,295.05,tradier_close,7355.0,33.2
1,NVDA,C,2024-01-08,2024-01-19,2024-01-19,11,11,460.0,38.82,0.9698,134.75,tradier_close,9593.0,247.1
1,NVDA,C,2024-01-08,2024-01-19,2024-01-26,18,11,465.0,37.98,0.917,125.37,tradier_close,8739.0,230.1
1,NVDA,C,2024-01-08,2024-01-19,2024-05-17,130,11,445.0,85.5,0.802,148.24,tradier_close,6274.0,73.4
1,NVDA,C,2024-01-08,2024-01-19,2024-05-17,130,11,750.0,3.65,0.0751,13.0,tradier_close,935.0,256.2
1,NVDA,C,2024-01-08,2024-01-19,2024-06-21,165,11,535.0,47.07,0.5483,101.91,tradier_close,5484.0,116.5
1,NVDA,C,2024-01-08,2024-01-19,2024-06-21,165,11,625.0,17.44,0.3211,54.58,tradier_close,3714.0,213.0
1,NVDA,C,2024-01-08,2024-01-19,2024-06-21,165,11,655.0,17.5,0.2591,43.18,tradier_close,2568.0,146.7
1,NVDA,C,2024-01-08,2024-01-19,2024-07-19,193,11,670.0,13.79,0.257,41.7,tradier_close,2791.0,202.4
1,NVDA,C,2024-01-08,2024-01-19,2024-12-20,347,11,505.0,96.65,0.6537,154.03,athena_mid,5737.5,59.4
1,NVDA,C,2024-01-08,2024-01-19,2025-06-20,529,11,300.0,247.97,0.9155,320.57,tradier_close,7260.0,29.3
1,NVDA,C,2024-01-08,2024-01-19,2026-01-16,739,11,485.0,150.69,0.7158,199.2,tradier_close,4851.0,32.2
1,NVDA,C,2024-01-08,2024-01-19,2026-01-16,739,11,820.0,52.05,0.363,85.5,athena_mid,3345.0,64.3
1,NVDA,C,2024-01-08,2024-01-19,2026-06-18,892,11,520.0,152.85,0.6897,208.05,tradier_close,5520.0,36.1
1,NVDA,C,2024-01-08,2024-01-19,2024-01-19,11,11,310.0,189.5,1.0,284.65,tradier_close,9515.0,50.2
1,NVDA,C,2024-01-08,2024-01-19,2024-01-19,11,11,355.0,154.61,1.0,234.28,tradier_close,7967.0,51.5
1,NVDA,C,2024-01-08,2024-01-19,2024-01-26,18,11,495.0,15.31,0.767,100.28,tradier_close,8497.0,555.0
1,NVDA,C,2024-01-08,2024-01-19,2024-01-26,18,11,545.0,1.86,0.2789,51.0,tradier_close,4914.0,2641.9
1,NVDA,C,2024-01-08,2024-01-19,2024-02-02,25,11,400.0,115.65,0.9876,191.91,tradier_close,7626.0,65.9
1,NVDA,C,2024-01-08,2024-01-19,2024-02-02,25,11,445.0,73.04,0.9402,146.54,tradier_close,7350.0,100.6
1,NVDA,C,2024-01-08,2024-01-19,2024-02-02,25,11,490.0,22.2,0.7719,104.25,tradier_close,8205.0,369.6
1,NVDA,C,2024-01-08,2024-01-19,2024-02-09,32,11,555.0,4.2,0.2945,47.5,tradier_close,4330.0,1031.0
1,NVDA,C,2024-01-08,2024-01-19,2024-02-16,39,11,715.0,0.19,0.0035,1.43,tradier_close,124.0,652.6
1,NVDA,C,2024-01-08,2024-01-19,2024-03-15,67,11,725.0,1.13,0.0392,6.2,tradier_close,507.0,448.7
1,NVDA,C,2024-01-08,2024-01-19,2024-04-19,102,11,485.0,54.45,0.6957,123.91,tradier_close,6946.0,127.6
1,NVDA,C,2024-01-08,2024-01-19,2024-07-19,193,11,505.0,72.0,0.6342,124.9,tradier_close,5290.0,73.5
1,NVDA,C,2024-01-08,2024-01-19,2024-09-20,256,11,650.0,25.81,0.3486,64.25,tradier_close,3844.0,148.9
1,NVDA,C,2024-01-08,2024-01-19,2024-09-20,256,11,920.0,4.58,0.0748,11.95,tradier_close,737.0,160.9
1,NVDA,C,2024-01-08,2024-01-19,2025-01-17,375,11,570.0,72.01,0.5453,122.64,tradier_close,5063.0,70.3
1,NVDA,C,2024-01-08,2024-01-19,2025-06-20,529,11,170.0,361.5,0.9842,436.38,athena_mid,7487.5,20.7
1,NVDA,C,2024-01-08,2024-01-19,2025-12-19,711,11,605.0,104.6,0.5742,152.0,tradier_close,4740.0,45.3
1,NVDA,C,2024-01-08,2024-01-19,2026-01-16,739,11,260.0,290.7,0.9313,366.2,athena_mid,7550.0,26.0
1,NVDA,C,2024-01-08,2024-01-19,2026-06-18,892,11,380.0,220.36,0.8277,288.27,athena_mid,6791.5,30.8
1,NVDA,C,2024-01-08,2024-01-19,2024-01-19,11,11,395.0,120.25,0.9999,199.5,tradier_close,7925.0,65.9
1,NVDA,C,2024-01-08,2024-01-19,2024-01-26,18,11,565.0,0.92,0.1559,32.5,tradier_close,3158.0,3432.6
1,NVDA,C,2024-01-08,2024-01-19,2024-02-23,46,11,380.0,129.0,0.9679,215.5,athena_mid,8650.0,67.1
1,NVDA,C,2024-01-08,2024-01-19,2024-04-19,102,11,435.0,84.96,0.8374,169.52,tradier_close,8456.0,99.5
1,NVDA,C,2024-01-08,2024-01-19,2024-04-19,102,11,675.0,5.4,0.1332,20.85,tradier_close,1545.0,286.1
1,NVDA,C,2024-01-08,2024-01-19,2024-06-21,165,11,110.0,410.88,0.9998,485.7,athena_mid,7482.0,18.2
1,NVDA,C,2024-01-08,2024-01-19,2024-06-21,165,11,665.0,15.55,0.2404,39.92,tradier_close,2437.0,156.7
1,NVDA,C,2024-01-08,2024-01-19,2024-07-19,193,11,640.0,24.15,0.3128,54.3,tradier_close,3015.0,124.8
1,NVDA,C,2024-01-08,2024-01-19,2025-01-17,375,11,480.0,106.75,0.6996,173.27,tradier_close,6652.0,62.3
1,NVDA,C,2024-01-08,2024-01-19,2024-01-19,11,11,325.0,184.53,1.0,265.82,tradier_close,8129.0,44.1
1,NVDA,C,2024-01-08,2024-01-19,2024-01-19,11,11,527.5,1.99,0.4215,65.4,tradier_close,6341.0,3186.4
1,NVDA,C,2024-01-08,2024-01-19,2024-01-26,18,11,467.5,50.0,0.9089,119.75,tradier_close,6975.0,139.5
1,NVDA,C,2024-01-08,2024-01-19,2024-03-15,67,11,545.0,23.25,0.448,70.45,tradier_close,4720.0,203.0
1,NVDA,C,2024-01-08,2024-01-19,2024-03-15,67,11,580.0,11.32,0.3078,48.32,tradier_close,3700.0,326.9
1,NVDA,C,2024-01-08,2024-01-19,2024-04-19,102,11,525.0,33.0,0.5518,94.05,tradier_close,6105.0,185.0
1,NVDA,C,2024-01-08,2024-01-19,2024-05-17,130,11,540.0,33.03,0.5148,89.98,tradier_close,5695.0,172.4
1,NVDA,C,2024-01-08,2024-01-19,2024-05-17,130,11,720.0,4.62,0.1053,17.05,tradier_close,1243.0,269.0
1,NVDA,C,2024-01-08,2024-01-19,2024-07-19,193,11,370.0,162.99,0.9006,237.12,athena_mid,7413.5,45.5
1,NVDA,C,2024-01-08,2024-01-19,2024-07-19,193,11,410.0,129.95,0.8418,197.73,tradier_close,6778.0,52.2
1,NVDA,C,2024-01-08,2024-01-19,2024-07-19,193,11,645.0,23.2,0.303,50.9,tradier_close,2770.0,119.4
1,NVDA,C,2024-01-08,2024-01-19,2025-01-17,375,11,545.0,84.91,0.588,130.73,tradier_close,4582.0,54.0
1,NVDA,C,2024-01-08,2024-01-19,2025-01-17,375,11,625.0,53.6,0.4557,94.95,tradier_close,4135.0,77.1
1,NVDA,C,2024-01-08,2024-01-19,2026-01-16,739,11,670.0,87.7,0.5071,123.6,tradier_close,3590.0,40.9
1,NVDA,C,2024-01-08,2024-01-19,2026-01-16,739,11,760.0,65.79,0.4169,99.66,tradier_close,3387.0,51.5
1,NVDA,C,2024-01-08,2024-01-19,2024-01-19,11,11,442.5,73.4,0.9888,150.55,athena_mid,7715.0,105.1
1,NVDA,C,2024-01-08,2024-01-19,2024-02-02,25,11,485.0,26.5,0.8026,107.16,tradier_close,8066.0,304.4
1,NVDA,C,2024-01-08,2024-01-19,2024-02-02,25,11,720.0,0.05,0.0016,0.44,tradier_close,39.0,780.0
1,NVDA,C,2024-01-08,2024-01-19,2024-02-09,32,11,520.0,10.7,0.5396,77.24,tradier_close,6654.0,621.9
1,NVDA,C,2024-01-08,2024-01-19,2024-05-17,130,11,525.0,37.26,0.5631,99.0,tradier_close,6174.0,165.7
1,NVDA,C,2024-01-08,2024-01-19,2024-06-21,165,11,80.0,440.5,0.9998,511.5,tradier_close,7100.0,16.1
1,NVDA,C,2024-01-08,2024-01-19,2024-07-19,193,11,460.0,96.08,0.7428,157.04,tradier_close,6096.0,63.4
1,NVDA,C,2024-01-08,2024-01-19,2024-07-19,193,11,570.0,42.0,0.469,87.28,tradier_close,4528.0,107.8
1,NVDA,C,2024-01-08,2024-01-19,2025-01-17,375,11,600.0,54.7,0.4956,108.0,tradier_close,5330.0,97.4
1,NVDA,C,2024-01-08,2024-01-19,2025-01-17,375,11,780.0,20.5,0.2513,46.87,tradier_close,2637.0,128.6
1,NVDA,C,2024-01-08,2024-01-19,2025-06-20,529,11,485.0,129.15,0.7016,190.3,tradier_close,6115.0,47.3
1,NVDA,C,2024-01-08,2024-01-19,2024-01-19,11,11,415.0,81.35,0.9991,174.84,tradier_close,9349.0,114.9
1,NVDA,C,2024-01-08,2024-01-19,2024-02-02,25,11,525.0,7.25,0.4925,71.33,tradier_close,6408.0,883.9
1,NVDA,C,2024-01-08,2024-01-19,2024-02-02,25,11,540.0,5.0,0.3695,57.8,tradier_close,5280.0,1056.0
1,NVDA,C,2024-01-08,2024-01-19,2024-04-19,102,11,615.0,11.41,0.2564,41.67,tradier_close,3026.0,265.2
1,NVDA,C,2024-01-08,2024-01-19,2024-06-21,165,11,510.0,59.33,0.617,119.86,tradier_close,6053.0,102.0
1,NVDA,C,2024-01-08,2024-01-19,2024-07-19,193,11,660.0,19.5,0.275,46.78,tradier_close,2728.0,139.9
1,NVDA,C,2024-01-08,2024-01-19,2026-06-18,892,11,730.0,87.79,0.4834,126.1,tradier_close,3831.0,43.6
1,NVDA,C,2024-01-08,2024-01-19,2024-01-19,11,11,285.0,230.0,1.0,308.26,tradier_close,7826.0,34.0
1,NVDA,C,2024-01-08,2024-01-19,2024-02-02,25,11,210.0,304.09,1.0,383.52,athena_mid,7943.5,26.1
1,NVDA,C,2024-01-08,2024-01-19,2024-02-09,32,11,630.0,0.56,0.0473,8.74,tradier_close,818.0,1460.7
1,NVDA,C,2024-01-08,2024-01-19,2024-02-16,39,11,640.0,0.5,0.0424,9.03,tradier_close,853.0,1706.0
1,NVDA,C,2024-01-08,2024-01-19,2024-06-21,165,11,500.0,57.09,0.6443,126.59,tradier_close,6950.0,121.7
1,NVDA,C,2024-01-08,2024-01-19,2024-06-21,165,11,605.0,28.71,0.3672,62.5,tradier_close,3379.0,117.7
1,NVDA,C,2024-01-08,2024-01-19,2024-06-21,165,11,970.0,0.83,0.0186,3.1,tradier_close,227.0,273.5
1,NVDA,C,2024-01-08,2024-01-19,2024-07-19,193,11,300.0,217.17,0.9638,303.55,tradier_close,8638.0,39.8
1,NVDA,C,2024-01-08,2024-01-19,2024-07-19,193,11,420.0,127.54,0.8244,193.05,athena_mid,6551.0,51.4
1,NVDA,C,2024-01-08,2024-01-19,2025-06-20,529,11,620.0,76.2,0.5156,122.25,athena_mid,4605.0,60.4
1,NVDA,C,2024-01-08,2024-01-19,2025-12-19,711,11,470.0,148.25,0.7313,219.4,athena_mid,7115.0,48.0
1,NVDA,C,2024-01-08,2024-01-19,2025-12-19,711,11,950.0,30.16,0.2622,53.5,tradier_close,2334.0,77.4
1,NVDA,C,2024-01-08,2024-01-19,2026-01-16,739,11,930.0,37.35,0.2788,63.33,tradier_close,2598.0,69.6
1,NVDA,C,2024-01-08,2024-01-19,2026-06-18,892,11,600.0,120.22,0.6082,171.99,tradier_close,5177.0,43.1
1,NVDA,C,2024-01-08,2024-01-19,2026-06-18,892,11,780.0,74.95,0.4398,112.83,athena_mid,3787.5,50.5
1,NVDA,C,2024-01-08,2024-01-19,2026-12-18,1075,11,530.0,164.35,0.6954,223.8,tradier_close,5945.0,36.2
1,NVDA,C,2024-01-08,2024-01-19,2024-01-19,11,11,150.0,360.38,1.0,440.55,tradier_close,8017.0,22.2
1,NVDA,C,2024-01-08,2024-01-19,2024-01-19,11,11,545.0,0.83,0.2183,49.8,tradier_close,4897.0,5900.0
1,NVDA,C,2024-01-08,2024-01-19,2024-01-19,11,11,635.0,0.04,0.0054,0.01,tradier_close,-3.0,-75.0
1,NVDA,C,2024-01-08,2024-01-19,2024-01-26,18,11,360.0,136.23,0.9999,233.48,tradier_close,9725.0,71.4
1,NVDA,C,2024-01-08,2024-01-19,2024-02-02,25,11,440.0,73.0,0.9485,151.54,tradier_close,7854.0,107.6
